"Services workers","College and university and over","Total","Total",198.2,1274132,4426921,6688,200.9,1320677,4216284,8266,199.3,1314390,3363531,13748,198.0,1326331,3508492,17445,202.4,1288947,2801360,17390,192.3,1519905,4081766,25611,193.0,1709391,4902948,23761,183.1,1817099,5197686,28563,186.4,1852403,4642378,22360
"Services workers","College and university and over","Male","Total",201.5,1383059,5410393,3944,200.1,1404974,4425948,5010,208.3,1511949,3840356,6401,203.2,1502949,3836962,7846,209.9,1493144,3139900,8263,205.3,1739622,4749609,10192,194.9,1962129,6162424,11940,187.8,2092051,5953580,13166,189.8,2048741,4917074,11170
"Services workers","College and university and over","Female","Total",193.5,1117569,3013359,2744,202.1,1190971,3893673,3256,191.4,1142269,2948103,7347,193.9,1181968,3240008,9599,195.6,1104080,2494868,9127,183.7,1374671,3640320,15419,191.1,1454108,3630794,11821,179.2,1581988,4551320,15397,183.1,1656408,4368160,11190
"Sales workers","Total","Total","Total",201.6,988856,2059336,139463,200.0,1028279,1994037,141459,200.9,1310968,2673517,177531,199.1,1388254,3045999,154331,210.0,1420244,3282414,138675,196.9,1483376,3366892,183077,203.4,1614716,3419645,150334,193.6,1846845,2340499,198797,191.9,2000467,4553118,168313
"Sales workers","Total","Male","Total",204.4,1124926,2159225,70110,201.6,1155468,2257373,65180,197.4,1464091,3002344,109529,201.6,1564848,3566779,85658,213.4,1593240,3935940,80168,202.6,1707857,4599277,93156,204.5,1805342,4351660,85154,194.1,1965774,3301065,113666,195.0,2134045,5928451,101235
"Sales workers","Total","Female","Total",198.9,851301,1958356,69353,198.7,919597,1769018,76279,206.4,1064335,2143885,68002,196.1,1167982,2396414,68673,205.3,1183200,2386934,58507,191.0,1250820,2090172,89921,202.0,1365673,2202019,65180,192.8,1688053,1057961,85131,187.2,1798871,2477466,67079
"Sales workers","Under middle shcool","Total","Total",204.0,827991,1631749,7626,195.5,819285,1235088,8668,215.5,1132074,2623366,3782,205.9,1228687,2169847,4164,215.4,1127732,2289275,2941,209.9,1590212,3433919,4313,226.6,1327000,2752673,2991,224.0,1395608,2275970,4697,199.9,1633788,3158543,3554
"Sales workers","Under middle shcool","Male","Total",212.6,894293,1982978,4785,204.7,839926,1676385,4520,209.2,1149386,3232715,2623,205.3,1346007,2613939,2678,225.7,1168183,2741894,1683,208.2,1770357,4171867,2799,229.3,1393993,3248603,2303,228.7,1425004,2347353,3924,201.5,1814686,4783186,1956
"Sales workers","Under middle shcool","Female","Total",189.4,716320,1040187,2841,185.4,796794,754214,4148,229.6,1092896,1244313,1159,207.1,1017258,1369526,1486,201.6,1073616,1683744,1258,213.1,1257170,2069642,1514,217.5,1102746,1092606,688,200.0,1246389,1913607,773,197.9,1412411,1170355,1598
"Sales workers","High shcool","Total","Total",201.6,961357,1937083,103101,200.7,1016388,1845277,102243,208.6,1223021,2174266,103517,202.7,1313081,2235102,89162,212.9,1352176,2777160,83895,201.9,1347503,2454214,104038,208.1,1536216,3212962,81244,196.2,1703189,1636817,116179,194.8,1790697,3333251,83862
"Sales workers","High shcool","Male","Total",205.3,1108659,1791868,45300,202.0,1155532,1898730,40986,208.7,1370290,2301704,54082,205.7,1536700,2581514,44197,218.8,1537078,2984509,43733,212.6,1564794,3104054,46115,209.0,1743926,4271269,41683,196.5,1767413,2458373,57747,202.2,1872268,4177224,43288
"Sales workers","High shcool","Female","Total",198.7,845913,2050892,57801,199.8,923289,1809513,61257,208.6,1061909,2034848,49435,199.8,1093280,1894608,44965,206.5,1150833,2551374,40162,193.4,1174508,1936848,57923,207.1,1317365,2097890,39561,196.0,1639718,824892,58432,187.0,1703670,2432833,40574
"Sales workers","Jonior college","Total","Total",204.0,1059519,2240626,16303,201.4,1031861,2087230,18779,199.1,1327505,2669534,30377,194.4,1446580,3860420,35330,209.5,1379341,3186870,26916,193.9,1501688,3255881,36236,196.8,1547109,3194093,39891,193.4,1859453,1973494,42238,196.0,1952441,3961802,35403
"Sales workers","Jonior college","Male","Total",203.0,1159927,2780177,9678,202.3,1125528,2244098,10167,195.7,1483701,2876869,19767,201.3,1554663,4184227,18291,214.2,1515740,3794606,15149,202.3,1701608,4601880,16445,198.5,1644986,3831381,23573,195.5,1994374,2517362,26389,201.3,2062566,5251243,21363
"Sales workers","Jonior college","Female","Total",205.5,912839,1452433,6625,200.4,921281,1902037,8612,205.4,1036502,2283258,10610,187.0,1330554,3512820,17039,203.6,1203738,2404461,11767,186.9,1335568,2137447,19791,194.4,1405716,2273465,16318,189.8,1634806,1067939,15849,188.0,1784872,1999779,14040
"Sales workers","College and university and over","Total","Total",197.5,1222907,3097668,12433,195.7,1279794,3696661,11769,180.6,1543766,3978038,39855,192.0,1594928,4883426,25675,200.0,1728065,5203564,24923,184.6,1821431,5930851,38490,196.3,1993801,4479782,26208,181.3,2359043,5074508,35683,182.7,2453157,7370811,45495
"Sales workers","College and university and over","Male","Total",197.7,1270063,3268247,10347,198.0,1337232,4093956,9507,179.0,1630798,4205357,33057,192.5,1663248,5265183,20492,199.9,1814916,6270255,19603,185.5,1942602,7121336,27797,198.6,2219517,5383534,17595,182.2,2466516,6155333,25606,181.9,2523417,8600066,34628
"Sales workers","College and university and over","Female","Total",196.6,989002,2251559,2086,186.1,1038388,2026860,2262,188.7,1120551,2872642,6798,190.2,1324811,3374077,5183,200.3,1408037,1273050,5320,182.1,1506438,2836123,10693,191.7,1532698,2633560,8613,179.1,2085952,2328095,10077,185.3,2229260,3453528,10866
"Skilled agricultural, forestry, fishery and related workers","Total","Total","Total",200.0,1079768,2885019,10595,204.5,1129236,2980721,11474,189.9,1317577,3829225,7919,209.1,1456094,3676248,8213,211.8,1548129,3927459,10560,208.2,1732367,4531764,9768,197.4,1765270,4460482,10148,189.0,1684824,2960668,12571,191.7,1808672,2908790,10905
"Skilled agricultural, forestry, fishery and related workers","Total","Male","Total",201.3,1138519,3244154,9198,204.8,1160847,3156432,10474,188.6,1343306,3993305,7484,208.2,1499486,3898098,7560,212.7,1622408,4338361,9295,207.4,1786791,4781642,8935,198.3,1854597,4923703,8893,189.4,1768838,3156392,11041,192.3,1908339,3246349,9352
"Skilled agricultural, forestry, fishery and related workers","Total","Female","Total",191.2,692948,520434,1397,201.1,798145,1140315,1000,211.3,874918,1006306,435,219.8,953720,1107822,653,205.0,1002334,908224,1265,216.5,1148593,1851493,833,191.4,1132295,1178074,1255,186.2,1078552,1548262,1530,188.0,1208571,876334,1553
"Skilled agricultural, forestry, fishery and related workers","Under middle shcool","Total","Total",202.1,935359,2606909,2758,204.9,973766,2567693,2175,192.0,1152334,3143720,1861,211.2,1296715,3571502,1812,211.1,1334336,3342810,2121,208.8,1562208,5220773,1529,192.4,1408748,4243491,2352,189.1,1544386,2572913,2686,189.5,1606329,2012135,1769
"Skilled agricultural, forestry, fishery and related workers","Under middle shcool","Male","Total",204.9,1027350,3145083,2132,206.7,1069558,3163544,1733,189.5,1200952,3489628,1646,209.8,1389714,4215909,1506,213.1,1518463,4538612,1496,201.9,1762475,6273802,1125,196.1,1545067,5330950,1747,189.0,1650442,2539716,2255,187.7,1738039,2492936,1378
"Skilled agricultural, forestry, fishery and related workers","Under middle shcool","Female","Total",192.4,622059,774021,626,197.8,598185,231475,442,211.7,780123,495513,215,218.0,839013,400007,306,206.5,893610,480539,625,228.0,1004535,2288453,404,181.6,1015112,1103342,605,189.4,989495,2746601,431,196.1,1143094,321107,392
"Skilled agricultural, forestry, fishery and related workers","High shcool","Total","Total",200.3,1079354,2897232,5419,209.9,1107396,3090651,5955,188.5,1311723,3451515,3580,211.7,1386545,3312693,3946,213.4,1459098,3471330,5230,210.4,1664031,3746580,5440,199.4,1834485,4109897,5163,189.9,1735716,2763084,6101,195.0,1789794,2750515,5832
"Skilled agricultural, forestry, fishery and related workers","High shcool","Male","Total",201.6,1115683,3189798,4868,210.4,1118957,3153532,5613,187.4,1331222,3532968,3424,210.7,1411139,3424231,3684,214.3,1500218,3719368,4743,210.0,1687126,3868482,5179,199.2,1913947,4498620,4568,190.0,1801422,2876683,5566,195.3,1861536,2936424,5222
"Skilled agricultural, forestry, fishery and related workers","High shcool","Female","Total",188.9,758396,312457,551,202.3,917660,2058632,342,212.4,883739,1663729,156,226.5,1040733,1744351,262,204.1,1058614,1055637,487,218.6,1205762,1327697,261,200.7,1224429,1125551,595,188.9,1052130,1581230,535,192.7,1176094,1160218,610
"Skilled agricultural, forestry, fishery and related workers","Jonior college","Total","Total",199.5,1147795,3557393,940,191.7,1288512,3323311,1731,195.6,1377576,4456123,1177,210.4,1801663,4600354,1093,218.4,1835967,5936621,1266,205.6,1852163,5625128,1106,202.6,1918120,5347240,1523,186.9,1599087,3019712,1745,193.0,1772658,2347785,1908
"Skilled agricultural, forestry, fishery and related workers","Jonior college","Male","Total",201.2,1264182,4471129,745,191.5,1303074,3394657,1672,194.6,1396435,4569067,1136,211.6,1848818,4775039,1027,220.2,1903511,6328277,1184,206.6,1897084,5983732,1033,202.4,1927960,5423268,1487,190.5,1721158,3575115,1436,195.3,1893986,2867687,1544
"Skilled agricultural, forestry, fishery and related workers","Jonior college","Female","Total",192.7,703137,66449,195,197.5,875849,1301441,59,224.8,855051,1326727,41,191.3,1067909,1882152,66,193.0,860695,281488,82,192.3,1216493,550644,73,210.7,1511639,2206889,36,170.1,1031794,438615,309,182.8,1258148,143053,364
"Skilled agricultural, forestry, fishery and related workers","College and university and over","Total","Total",195.2,1307494,2931576,1478,197.6,1248577,2764149,1613,185.2,1515773,5282008,1301,198.0,1592308,4127307,1362,204.1,1833606,4484329,1943,202.2,2027361,5718204,1693,191.9,1989049,5334266,1110,187.8,1790926,4012134,2039,178.9,2193336,5473993,1396
"Skilled agricultural, forestry, fishery and related workers","College and university and over","Male","Total",195.1,1313713,2942520,1453,196.4,1267667,2885582,1456,185.4,1511798,5363554,1278,197.2,1597793,4170981,1343,203.8,1837272,4488067,1872,203.5,2055622,5913571,1598,192.2,2001752,5370509,1091,186.8,1855212,4471511,1784,180.8,2322994,5927795,1209
"Skilled agricultural, forestry, fishery and related workers","College and university and over","Female","Total",201.2,946050,2295524,25,209.2,1071544,1637996,157,176.3,1736630,750887,23,255.1,1204579,1040211,19,211.4,1736958,4385761,71,180.5,1551979,2431926,95,177.5,1259632,3253158,19,194.7,1341171,798298,255,166.1,1355228,2540621,187
"Craft and related trades workers","Total","Total","Total",218.4,1203855,3261941,685253,217.3,1279732,3536057,657652,215.2,1397597,3324264,667591,212.9,1477112,3709383,619662,220.4,1564628,4160434,601567,213.9,1691257,4435573,564300,208.8,1820032,4688031,587404,205.1,1906043,5458246,570978,199.2,1999016,4799697,664208
"Craft and related trades workers","Total","Male","Total",219.0,1316286,3775158,538105,217.7,1381604,4006539,533292,214.7,1526591,3790130,526476,213.1,1594966,4168286,503853,220.9,1678421,4672396,495512,214.1,1800596,4911614,472797,208.4,1914501,5093012,507382,205.4,2010844,6009045,490581,198.5,2138591,5159156,549022
"Craft and related trades workers","Total","Female","Total",216.0,792704,1385160,147148,215.9,842874,1518495,124360,217.0,916342,1586199,141115,211.7,964364,1712826,115809,218.1,1032960,1768436,106055,213.1,1126301,1975865,91503,210.9,1221052,2120240,80022,203.0,1266548,2097282,80397,202.5,1333749,3086376,115186
"Craft and related trades workers","Under middle shcool","Total","Total",220.7,1078289,2836688,176386,219.6,1140838,3111116,154282,217.5,1226855,2651991,139009,216.2,1333655,3510968,128544,220.0,1392660,3905377,106573,213.0,1585122,3997921,88715,213.5,1739230,5319726,67553,210.7,1910739,6188240,70952,203.8,1822877,4299836,66380
"Craft and related trades workers","Under middle shcool","Male","Total",222.6,1331947,4046651,99745,220.7,1395278,4497742,90049,216.5,1542791,3712764,76561,217.3,1655938,4941871,72904,222.0,1694720,5490411,62252,212.5,1849782,5108315,59012,213.3,2069903,7130342,43358,212.2,2222303,8045543,49120,204.2,2217960,6035623,40164
"Craft and related trades workers","Under middle shcool","Female","Total",218.2,748163,1261973,76641,218.1,784135,1167189,64233,218.8,839518,1351488,62448,214.7,911375,1636084,55640,217.1,968395,1679083,44321,214.1,1059313,1791862,29703,213.9,1146657,2075061,24195,207.2,1209749,2009479,21832,203.3,1217603,1640580,26216
"Craft and related trades workers","High shcool","Total","Total",219.0,1233924,3288354,440593,218.2,1301596,3513082,423584,217.3,1409553,3353080,415572,213.6,1496297,3670315,390883,222.1,1579848,4097559,387486,217.6,1667386,4304669,364824,211.7,1819233,4644503,367793,208.1,1883167,5194342,374527,203.1,1962771,4843778,407954
"Craft and related trades workers","High shcool","Male","Total",219.8,1306055,3618880,373852,218.7,1364697,3768971,367437,217.3,1503562,3695459,345069,214.3,1580760,3993179,335798,222.4,1668623,4482994,332569,218.1,1765845,4742409,309776,211.8,1911790,5033488,319622,208.7,1981861,5702521,323992,202.8,2110002,5191946,331320
"Craft and related trades workers","High shcool","Female","Total",214.3,829882,1436904,66741,214.8,888654,1838494,56147,217.8,949438,1677346,70503,209.7,981408,1702135,55085,220.2,1042237,1763423,54917,214.6,1113323,1841341,55048,210.8,1205104,2063521,48171,204.6,1250412,1936282,50535,204.7,1326226,3338485,76633
"Craft and related trades workers","Jonior college","Total","Total",210.2,1315921,4020384,48673,211.2,1384010,4271230,59981,206.9,1439625,3804818,78182,207.2,1541888,3973116,72956,216.5,1597925,4399974,75278,205.9,1734175,4851562,71820,201.1,1796752,4207030,100759,195.6,1908610,5742018,84296,192.5,2018629,4803711,121497
"Craft and related trades workers","Jonior college","Male","Total",210.8,1332104,4071534,46238,211.7,1402120,4366467,57491,207.3,1465425,3904008,73041,207.4,1558577,4078015,69450,217.0,1622774,4569133,70545,206.4,1752827,4950806,67641,200.8,1814502,4300633,96479,196.2,1936112,5898382,79273,192.5,2057061,4787149,112877
"Craft and related trades workers","Jonior college","Female","Total",198.8,1008620,3049098,2435,199.1,965879,2072331,2490,201.2,1073072,2395566,5141,203.3,1211289,1895185,3506,209.4,1227544,1878669,4733,198.3,1432272,3245197,4179,207.3,1396627,2097049,4280,185.4,1474566,3274284,5023,192.7,1515380,5020587,8620
"Craft and related trades workers","College and university and over","Total","Total",203.5,1379611,4611636,19601,200.6,1578270,5111221,19805,198.2,1842068,4584931,34828,201.3,1704980,4498831,27279,211.1,1872505,5200246,32230,196.3,2077533,5891795,38941,196.5,1977894,5113029,51299,187.5,2100650,6019470,41203,183.0,2351402,5014825,68378
"Craft and related trades workers","College and university and over","Male","Total",203.1,1400109,4740721,18270,201.5,1589159,5227721,18315,199.4,1877916,4741982,31805,201.8,1705954,4505713,25701,211.8,1883070,5314295,30146,196.6,2105635,5960799,36368,196.5,1993300,5241966,47923,188.5,2139857,6219834,38196,183.5,2378103,5096125,64661
"Craft and related trades workers","College and university and over","Female","Total",208.1,1098248,2839753,1331,189.6,1444417,3679210,1490,185.8,1464915,2932596,3023,193.0,1689122,4386751,1578,201.2,1719685,3550487,2084,192.3,1680330,4916459,2573,196.7,1759194,3282731,3376,174.9,1602622,3474380,3007,175.7,1886864,3600401,3717
"Plant, machine, operators and assemblers","Total","Total","Total",230.2,1169523,3105400,1230454,224.7,1228260,3571565,1338936,223.7,1356223,3645301,1309460,222.6,1425276,4034162,1300226,227.8,1521809,4481906,1274180,221.8,1632728,4685062,1276234,216.0,1724513,4925035,1374968,214.3,1759152,5136826,1335518,212.9,1890864,5808001,1479386
"Plant, machine, operators and assemblers","Total","Male","Total",231.5,1270121,3430865,965974,226.5,1336686,3890311,1035163,224.7,1454423,3909121,1052167,224.6,1532027,4333801,1034125,228.4,1636197,4849482,1016259,222.8,1755898,5046246,1006960,217.1,1852219,5347716,1086399,215.5,1878595,5526723,1068562,214.3,1995999,6308552,1237245
"Plant, machine, operators and assemblers","Total","Female","Total",225.5,802104,1916688,264480,218.7,858778,2485378,303773,219.5,954647,2566443,257293,214.9,1010420,2869701,266101,225.4,1071099,3033584,257921,218.1,1172130,3334403,269274,211.9,1243728,3333733,288569,209.4,1281046,3576163,266956,205.6,1353663,3250374,242140
"Plant, machine, operators and assemblers","Under middle shcool","Total","Total",231.9,1135528,3002391,375744,228.7,1196848,3197954,358773,229.5,1323427,3255867,293157,229.2,1381604,3636624,283562,231.2,1456098,4196268,243920,227.6,1617407,4560370,204670,221.2,1672698,4651953,197518,217.3,1714164,4895456,194791,215.3,1822654,5373660,173441
"Plant, machine, operators and assemblers","Under middle shcool","Male","Total",232.7,1282549,3512054,264732,229.9,1343767,3684734,252627,231.8,1485443,3605506,210265,231.6,1536097,4007008,204879,230.9,1615559,4689801,177278,227.5,1784454,5027753,151229,221.1,1845991,5197932,143315,219.2,1886481,5703655,143119,216.8,1962532,6055056,133383
"Plant, machine, operators and assemblers","Under middle shcool","Female","Total",229.7,784924,1786989,111012,226.0,847180,2039419,106146,223.6,912456,2368968,82892,222.9,979328,2672197,78683,232.1,1031907,2883395,66642,227.6,1144691,3237756,53441,221.5,1214503,3208362,54203,211.8,1236887,2656941,51672,210.1,1356893,3104770,40058
"Plant, machine, operators and assemblers","High shcool","Total","Total",230.1,1180265,3106437,791520,224.0,1233422,3688483,903643,223.0,1351071,3654793,900910,221.5,1424926,4067058,897860,227.5,1520707,4492764,911020,222.3,1613833,4627777,929743,216.3,1706663,4908814,998255,215.8,1730114,5105139,955188,214.5,1861514,5635204,1053652
"Plant, machine, operators and assemblers","High shcool","Male","Total",231.8,1266026,3365009,642245,226.4,1333705,3945720,710687,224.1,1437148,3885219,734374,223.9,1526077,4341034,718057,228.5,1632280,4846863,725973,224.1,1740083,4992530,722858,218.0,1838130,5352872,778090,217.3,1849478,5461813,754125,216.5,1974429,6176903,867345
"Plant, machine, operators and assemblers","High shcool","Female","Total",222.7,811284,1993953,149275,214.9,864064,2741041,192956,218.3,971498,2638681,166536,211.7,1020970,2972914,179803,223.3,1082984,3103569,185047,216.0,1172713,3353328,206885,209.9,1242041,3339462,220165,209.8,1282417,3767364,201063,205.3,1335838,3113335,186306
"Plant, machine, operators and assemblers","Jonior college","Total","Total",225.1,1209229,3658693,50081,217.8,1294186,3960726,58832,216.7,1456803,4648626,91126,218.8,1527636,4880772,94504,227.6,1638277,4913029,88109,214.7,1739333,5190010,99215,214.4,1799130,5213257,119970,207.3,1886932,5864338,127410,208.3,1962768,6958284,176814
"Plant, machine, operators and assemblers","Jonior college","Male","Total",225.8,1230884,3750679,46887,218.0,1320485,4089304,55183,217.9,1492495,4771592,84440,219.3,1558221,5058991,88177,228.3,1667936,5055632,83268,214.8,1773154,5318576,92460,215.0,1849069,5345679,109641,208.2,1934770,5974084,116916,209.0,1997372,7072530,164408
"Plant, machine, operators and assemblers","Jonior college","Female","Total",214.5,891337,2308364,3194,213.3,896478,2016265,3649,201.6,1006041,3095640,6686,212.2,1101382,2397005,6327,216.2,1128136,2460166,4841,213.5,1276401,3430248,6755,208.3,1269034,3807617,10329,197.4,1353957,4641631,10494,198.7,1504191,5444285,12406
"Plant, machine, operators and assemblers","College and university and over","Total","Total",211.4,1343615,3881562,13109,204.9,1382412,3882182,17688,202.8,1566000,4229847,24267,202.0,1549753,4165126,24300,209.5,1739281,5182015,31131,199.1,1870403,5358264,42606,197.7,2047035,5525335,59225,195.6,2106980,4871766,58129,195.0,2288878,6523623,75479
"Plant, machine, operators and assemblers","College and university and over","Male","Total",211.8,1367506,3910418,12110,205.4,1410109,3984823,16666,202.9,1582169,4280104,23088,202.5,1581069,4238805,23012,209.3,1765949,5288071,29740,199.0,1892427,5453186,40413,197.3,2072624,5667089,55353,196.1,2140748,4999614,54402,195.3,2314223,6619096,72109
"Plant, machine, operators and assemblers","College and university and over","Female","Total",206.6,1054011,3531769,999,195.4,930743,2208382,1022,201.8,1249363,3245669,1179,192.0,990252,2848752,1288,213.3,1169104,2914508,1391,202.2,1464549,3609028,2193,202.8,1681226,3498865,3872,189.1,1614071,3005598,3727,190.1,1746548,4480628,3370
"Elementary occupations","Total","Total","Total",236.3,810260,1639451,374692,244.1,818587,1607067,370710,237.7,918251,1733514,522292,239.5,970234,1781559,505665,243.8,1022201,1887270,598452,234.0,1107778,1885839,596509,226.8,1187123,1986234,505736,222.3,1245906,2145593,469590,216.6,1314611,1557612,503546
"Elementary occupations","Total","Male","Total",255.4,886489,1857835,241789,266.0,887464,1836066,236779,260.3,1005112,1949533,313797,261.6,1059103,2025135,305504,264.2,1116222,2150056,359489,254.6,1209300,2153784,364001,246.4,1295239,2288212,311027,239.9,1355630,2405796,295230,231.7,1474286,1995652,293325
"Elementary occupations","Total","Female","Total",201.5,671578,1242149,132903,205.4,696820,1202215,133931,203.7,787521,1408392,208495,205.8,834595,1409791,200161,213.0,880759,1491942,238963,201.7,948840,1466359,232508,195.7,1014420,1503855,194709,192.5,1060120,1705011,174360,195.6,1091813,946408,210221
"Elementary occupations","Under middle shcool","Total","Total",234.3,746260,1476546,197234,245.5,759806,1469994,188875,238.3,838929,1485790,226831,242.9,895028,1556429,221069,245.8,933257,1684757,245265,236.8,997369,1708444,216767,224.3,1037486,1617473,172196,221.5,1135740,1837418,141260,217.8,1180895,1323742,156159
"Elementary occupations","Under middle shcool","Male","Total",260.2,833879,1797237,110025,275.6,829644,1732632,105882,271.8,928565,1705170,113211,278.6,980736,1779426,114471,279.0,1026417,2001412,120781,274.4,1084538,2018761,111940,256.7,1134097,1824700,85593,250.5,1274121,2228880,77515,245.5,1344002,1720207,76334
"Elementary occupations","Under middle shcool","Female","Total",201.6,635719,1071953,87209,207.1,670708,1134922,82993,204.8,749615,1267199,113620,204.5,802990,1316961,106598,213.6,842869,1377521,124484,196.8,904285,1377070,104827,192.2,942003,1412662,86603,186.1,967465,1361393,63745,191.3,1024923,944619,79825
"Elementary occupations","High shcool","Total","Total",239.1,874847,1791220,163167,243.0,870514,1705621,168033,238.6,970708,1920394,265947,238.1,1012509,1887631,258288,243.6,1069678,1991983,314119,232.3,1160998,1974826,331855,228.6,1243745,2140517,288730,224.7,1265407,2252061,284163,217.6,1340851,1587970,291236
"Elementary occupations","High shcool","Male","Total",253.2,926690,1885189,118756,259.7,926485,1883720,118888,256.5,1039279,2062984,178441,254.3,1094304,2115405,168420,259.7,1149813,2196313,205722,247.2,1266267,2234909,211253,244.5,1339396,2427445,189484,240.8,1355565,2447387,181596,230.7,1493056,2043651,171499
"Elementary occupations","High shcool","Female","Total",201.6,736217,1539946,44411,202.8,735112,1274775,49145,202.2,830881,1629628,87506,207.8,859217,1460764,89868,212.8,917593,1604196,108397,206.2,976603,1519250,120602,198.4,1061127,1592704,99246,196.3,1105783,1906234,102567,198.7,1122848,935298,119737
"Elementary occupations","Jonior college","Total","Total",229.6,949389,1903433,9327,235.3,972181,2307761,9043,225.2,1031910,1934647,21552,222.7,1204973,2883653,17874,239.1,1223631,2519299,25323,235.1,1188365,1952817,32718,224.4,1338145,2357006,30564,208.3,1428348,2321189,28053,213.7,1542654,2136090,33438
"Elementary occupations","Jonior college","Male","Total",233.1,957707,1788812,8395,240.9,993168,2291381,7680,232.7,1112409,2431207,15227,227.1,1222570,2907836,15173,245.8,1273624,2725131,21027,242.0,1204618,1969905,27820,231.2,1393724,2608414,24146,210.6,1497003,2463062,22958,218.3,1615236,2383997,26941
"Elementary occupations","Jonior college","Female","Total",197.5,874457,2935885,932,204.0,853929,2400060,1363,207.2,838116,739212,6325,197.4,1106121,2747805,2701,206.5,978937,1511845,4296,195.6,1096047,1855762,4898,198.4,1129045,1411151,6418,198.1,1118991,1681907,5095,194.5,1241655,1108003,6496
"Elementary occupations","College and university and over","Total","Total",235.0,968790,2627508,4964,243.6,1026189,2235999,4759,222.6,1118237,2004346,7962,228.1,1149395,2098523,8434,221.3,1153210,1943425,13745,228.0,1347405,2329575,15169,227.0,1524237,2521159,14246,210.7,1550153,2663919,16114,200.5,1561758,1924662,22713
"Elementary occupations","College and university and over","Male","Total",238.3,976776,2724555,4613,248.6,1042480,2249459,4329,228.0,1140314,1961945,6918,233.4,1134615,1961960,7440,225.0,1168626,1844450,11959,232.5,1368032,2391850,12988,232.3,1553429,2759192,11804,215.2,1589977,2774007,13161,202.9,1632164,2121338,18550
"Elementary occupations","College and university and over","Female","Total",191.5,863834,1352071,351,192.8,862183,2100499,430,186.8,971941,2285315,1044,187.9,1260021,3120686,994,196.5,1049985,2606161,1786,201.3,1224569,1958724,2181,201.6,1383133,1370570,2442,190.5,1372663,2173272,2953,189.8,1247977,1048127,4162
